HH_ID,JTRIP_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,PERSON_10,PERSON_11,COMPOSITION
18121526,9,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123180,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123180,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18124224,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18124224,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18129401,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18129401,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18131773,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18131773,2,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18134412,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18134412,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18134412,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18134412,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18134412,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135819,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18135819,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18137131,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18137131,2,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18137515,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137515,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137717,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18140776,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18143483,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18143483,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144393,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144393,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144664,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18146045,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18146045,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18147569,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18147569,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18147569,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18147569,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18154286,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,2,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,3,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,4,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,6,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18154286,7,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18158452,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18158452,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18165668,1,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18165668,2,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18168906,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18168906,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18168906,3,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
18168906,4,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
18169548,1,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18169548,2,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18169548,3,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18169548,4,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18169548,5,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18169790,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169790,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18170914,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174168,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174168,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174168,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174175,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,6,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18175881,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18178001,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178001,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18179144,1,3,2,5,6,nan,nan,nan,nan,nan,nan,nan,nan,3
18179850,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18180901,1,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18180901,2,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18184046,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18185311,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,2,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18185311,3,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18185311,4,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18185311,5,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18188485,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18188485,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18189381,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18189381,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18192291,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18192291,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18192291,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18192291,4,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18192291,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18192291,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18195895,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18195895,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18196877,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18196877,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18196877,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18196877,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18197280,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,3,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,4,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,5,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,6,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,7,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18197280,8,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,9,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18201175,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18201175,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18206654,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18209859,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18209859,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18210010,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18210010,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18214550,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18214550,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18214550,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18214550,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18215261,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18215261,2,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18216463,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18218520,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18218520,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18219369,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18233579,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18235553,1,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
18235553,2,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
18239157,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18239157,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18239157,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18239157,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18239157,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18241142,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18241142,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,5,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,9,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,10,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244949,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244949,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244949,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18248717,1,2,1,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18248717,2,2,1,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18248717,3,2,1,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18248717,4,6,1,3,4,5,6,8,nan,nan,nan,nan,nan,3
18248717,5,6,1,3,4,5,6,8,nan,nan,nan,nan,nan,3
18253512,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18253512,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18253512,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18254646,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18256582,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18256582,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18256582,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18256582,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18256582,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18257189,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18257189,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18257565,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18257565,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18259999,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18263294,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18266953,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18270971,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18277635,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18277635,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18281431,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18281431,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18281431,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18282696,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18284860,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18284860,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286511,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286511,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288150,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18290318,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18290318,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18290318,3,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18290318,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18290659,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18290659,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18295292,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,6,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295292,7,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,1
18295472,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18295472,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18298179,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298179,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298179,3,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298179,4,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18298958,2,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,3,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,4,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18298958,5,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18298958,6,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,7,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,8,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298958,9,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,4,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,5,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,6,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18300689,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300689,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18300856,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18302059,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18302059,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18302059,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,1,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18303444,2,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18303444,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18304267,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18304267,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18305539,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18305539,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18305539,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18305539,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18307912,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18307912,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18307912,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18307912,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18307912,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18307912,6,5,1,2,5,6,7,nan,nan,nan,nan,nan,nan,3
18307912,7,5,1,2,5,6,7,nan,nan,nan,nan,nan,nan,3
18310716,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18310716,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18310954,1,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18310954,2,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18310954,3,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18312813,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18312813,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18318031,1,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18318031,2,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18318157,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318157,9,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18318326,1,6,1,3,4,5,6,7,nan,nan,nan,nan,nan,3
18318326,2,4,1,5,6,7,nan,nan,nan,nan,nan,nan,nan,3
